,time,Power Generation Instant (MW),Amb. Temp Instant,GTI Instant,Humidity Instant,day
327,2023-01-10 01:58:22,1.5347,11.54,113.9459,74.4207,10
328,2023-01-10 01:53:11,1.2864,11.22,92.565,74.45,10
329,2023-01-10 01:48:01,1.03,10.97,72.3916,74.274,10
330,2023-01-10 01:42:50,0.8059,10.72,54.7924,72.5662,10
331,2023-01-10 01:37:40,0.5607,10.62,38.3081,73.0974,10
332,2023-01-10 01:32:30,0.3746,10.61,23.557,73.5392,10
333,2023-01-10 01:27:20,0.1909,10.6,11.7604,73.1268,10
334,2023-01-10 01:22:09,0.0658,10.51,6.564,74.1272,10
335,2023-01-10 01:16:59,-0.0103,10.54,2.814,74.1272,10
336,2023-01-10 01:11:49,-0.0729,10.56,0.097,74.5673,10
337,2023-01-10 01:06:38,-0.0628,10.46,1.0578,74.9189,10
338,2023-01-10 01:01:28,-0.064,10.33,0.0,74.9775,10
339,2023-01-10 00:56:18,-0.066,10.17,0.0,74.9775,10
340,2023-01-10 00:51:08,-0.0664,10.07,0.0,75.4162,10
341,2023-01-10 00:45:57,-0.0648,10.24,0.0,73.5098,10
342,2023-01-10 00:40:47,-0.0647,10.32,0.3675,72.9499,10
343,2023-01-10 00:35:37,-0.0643,10.29,0.0,72.8614,10
344,2023-01-10 00:30:27,-0.0682,10.24,0.0,73.0384,10
345,2023-01-10 00:25:16,-0.0682,10.23,0.0,73.6569,10
346,2023-01-10 00:20:06,-0.0684,10.22,0.0,74.0684,10
347,2023-01-10 00:14:56,-0.0677,10.14,0.0,75.1531,10
348,2023-01-10 00:09:46,-0.0645,10.24,0.0,75.387,10
349,2023-01-10 00:04:35,-0.0644,10.44,0.0,74.8896,10
350,2023-01-09 23:59:25,-0.0657,10.58,0.0,74.7432,9
351,2023-01-09 23:54:15,-0.0658,10.72,0.0,74.8603,9
352,2023-01-09 23:49:05,-0.067,10.86,0.0,74.7725,9
353,2023-01-09 23:43:54,-0.0681,10.97,0.0,74.8603,9
354,2023-01-09 23:38:44,-0.0695,11.16,0.0,74.8896,9
355,2023-01-09 23:33:34,-0.0699,11.38,0.0,74.6259,9
356,2023-01-09 23:28:23,-0.0709,11.54,0.0,74.5673,9
357,2023-01-09 23:23:13,-0.0699,11.75,0.0,74.4793,9
358,2023-01-09 23:18:03,-0.0695,11.78,0.0,74.4793,9
359,2023-01-09 23:12:52,-0.0703,11.7,0.0,74.538,9
360,2023-01-09 23:07:42,-0.071,11.72,0.1039,74.3326,9
361,2023-01-09 23:02:32,-0.0722,11.75,0.0,74.3913,9
362,2023-01-09 22:57:22,-0.0728,11.57,0.0,74.3326,9
363,2023-01-09 22:52:11,-0.0726,11.6,0.0,73.9215,9
364,2023-01-09 22:47:01,-0.0721,11.68,0.0,73.9509,9
365,2023-01-09 22:41:51,-0.0735,11.48,0.0,74.039,9
366,2023-01-09 22:36:40,-0.0745,11.24,0.0,74.2446,9
367,2023-01-09 22:31:30,-0.0765,11.2,0.0,74.4207,9
368,2023-01-09 22:26:20,-0.075,11.17,0.0,74.3913,9
369,2023-01-09 22:21:09,-0.076,11.2,0.0,74.538,9
370,2023-01-09 22:15:59,-0.0746,11.31,0.0,74.2446,9
371,2023-01-09 22:10:49,-0.0752,11.4,0.0,74.0978,9
372,2023-01-09 22:05:39,-0.0752,11.5,0.0,74.1272,9
373,2023-01-09 22:00:28,-0.0757,11.6,0.0,74.1859,9
374,2023-01-09 21:55:18,-0.0743,11.71,0.0,73.8627,9
375,2023-01-09 21:50:08,-0.0751,11.88,0.0,73.6275,9
376,2023-01-09 21:44:58,-0.0748,12.08,0.0,73.0089,9
377,2023-01-09 21:39:48,-0.0753,12.26,0.6438,72.0341,9
378,2023-01-09 21:34:37,-0.0759,12.36,0.0007,71.6787,9
379,2023-01-09 21:29:27,-0.0762,12.43,0.0,72.4481,9
380,2023-01-09 21:24:17,-0.076,12.3,0.0,71.8269,9
381,2023-01-09 21:19:06,-0.0755,12.12,0.0266,72.0933,9
382,2023-01-09 21:13:56,-0.0757,11.98,0.0542,72.389,9
383,2023-01-09 21:08:45,-0.075,11.96,0.0,72.7729,9
